TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday,VIX,OpenDate,OpenTime,CloseDate,CloseTime
1638750,2/18/2022 3:00:00 PM,P,0.00,4345.00,4290.00,55.00,2.10,P100,,,2/18/2022 3:19:00 PM,1.5x,5.25,False,Stop Loss,-3.15,-3.40,6.4,0.25,1.6,0,27.8,2022-02-18,15:00:00,2022-02-18,15:19:00
1639010,2/18/2022 3:15:00 PM,C,0.00,4390.00,4440.00,50.00,1.80,P100,,,,1.5x,,True,Expiration,1.80,1.75,3.2,0.05,0,0,27.8,2022-02-18,15:15:00,,
1639430,2/18/2022 3:30:00 PM,C,0.00,4375.00,4420.00,45.00,1.85,P100,,,,1.5x,,True,Expiration,1.85,1.80,3.2,0.05,0,0,27.8,2022-02-18,15:30:00,,
1639826,2/18/2022 3:45:00 PM,C,0.00,4370.00,4415.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,27.8,2022-02-18,15:45:00,,
1641046,2/22/2022 9:45:00 AM,C,0.00,4400.00,4455.00,55.00,2.35,P100,,,2/22/2022 9:53:00 AM,1.5x,5.87,False,Stop Loss,-3.52,-3.77,6.4,0.25,1.6,25,29.71,2022-02-22,09:45:00,2022-02-22,09:53:00
1642046,2/22/2022 10:00:00 AM,P,0.00,4265.00,4210.00,55.00,2.50,P100,,,2/22/2022 1:45:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,25,29.71,2022-02-22,10:00:00,2022-02-22,13:45:00
1642770,2/22/2022 10:15:00 AM,P,0.00,4275.00,4230.00,45.00,2.50,P100,,,2/22/2022 1:02:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,29.71,2022-02-22,10:15:00,2022-02-22,13:02:00
1643482,2/22/2022 10:30:00 AM,P,0.00,4295.00,4250.00,45.00,2.45,P100,,,2/22/2022 10:56:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,29.71,2022-02-22,10:30:00,2022-02-22,10:56:00
1643958,2/22/2022 10:45:00 AM,C,0.00,4395.00,4450.00,55.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,29.71,2022-02-22,10:45:00,,
1644694,2/22/2022 11:00:00 AM,C,0.00,4375.00,4430.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.71,2022-02-22,11:00:00,,
1645390,2/22/2022 11:15:00 AM,C,0.00,4370.00,4415.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.71,2022-02-22,11:15:00,,
1646078,2/22/2022 11:30:00 AM,C,0.00,4370.00,4425.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,29.71,2022-02-22,11:30:00,,
1646738,2/22/2022 11:45:00 AM,C,0.00,4370.00,4425.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,29.71,2022-02-22,11:45:00,,
1647390,2/22/2022 12:00:00 PM,C,0.00,4365.00,4420.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,29.71,2022-02-22,12:00:00,,
1648018,2/22/2022 12:15:00 PM,C,0.00,4365.00,4420.00,55.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,29.71,2022-02-22,12:15:00,,
1648682,2/22/2022 12:30:00 PM,C,0.00,4355.00,4410.00,55.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,29.71,2022-02-22,12:30:00,,
1649286,2/22/2022 12:45:00 PM,C,0.00,4355.00,4410.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,29.71,2022-02-22,12:45:00,,
1649946,2/22/2022 1:00:00 PM,C,0.00,4345.00,4400.00,55.00,2.50,P100,,,2/22/2022 3:06:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,29.71,2022-02-22,13:00:00,2022-02-22,15:06:00
1650606,2/22/2022 1:15:00 PM,C,0.00,4345.00,4400.00,55.00,2.45,P100,,,2/22/2022 3:06:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,29.71,2022-02-22,13:15:00,2022-02-22,15:06:00
1651234,2/22/2022 1:30:00 PM,C,0.00,4340.00,4390.00,50.00,2.20,P100,,,2/22/2022 3:02:00 PM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,0,29.71,2022-02-22,13:30:00,2022-02-22,15:02:00
1651878,2/22/2022 1:45:00 PM,C,0.00,4330.00,4385.00,55.00,2.20,P100,,,2/22/2022 2:53:00 PM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,0,29.71,2022-02-22,13:45:00,2022-02-22,14:53:00
1652534,2/22/2022 2:00:00 PM,C,0.00,4320.00,4365.00,45.00,2.50,P100,,,2/22/2022 2:50:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,29.71,2022-02-22,14:00:00,2022-02-22,14:50:00
1653154,2/22/2022 2:15:00 PM,C,0.00,4320.00,4370.00,50.00,2.25,P100,,,2/22/2022 2:49:00 PM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,29.71,2022-02-22,14:15:00,2022-02-22,14:49:00
1653954,2/22/2022 2:30:00 PM,P,0.00,4245.00,4190.00,55.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,29.71,2022-02-22,14:30:00,,
1654462,2/22/2022 2:45:00 PM,P,0.00,4250.00,4200.00,50.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,29.71,2022-02-22,14:45:00,,
1654946,2/22/2022 3:00:00 PM,P,0.00,4285.00,4235.00,50.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,29.71,2022-02-22,15:00:00,,
1655366,2/22/2022 3:15:00 PM,P,0.00,4300.00,4245.00,55.00,1.95,P100,,,2/22/2022 3:50:00 PM,1.5x,4.87,False,Stop Loss,-2.92,-3.17,6.4,0.25,1.6,0,29.71,2022-02-22,15:15:00,2022-02-22,15:50:00
1655734,2/22/2022 3:30:00 PM,P,0.00,4305.00,4260.00,45.00,2.50,P100,,,2/22/2022 3:47:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,29.71,2022-02-22,15:30:00,2022-02-22,15:47:00
1655962,2/22/2022 3:45:00 PM,C,0.00,4325.00,4370.00,45.00,1.70,P100,,,,1.5x,,True,Expiration,1.70,1.65,3.2,0.05,0,0,29.71,2022-02-22,15:45:00,,
1656602,2/23/2022 9:33:00 AM,P,0.00,4260.00,4205.00,55.00,2.45,P100,,,2/23/2022 10:24:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,26,28.19,2022-02-23,09:33:00,2022-02-23,10:24:00
1657238,2/23/2022 9:45:00 AM,P,0.00,4260.00,4205.00,55.00,2.20,P100,,,2/23/2022 10:17:00 AM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,0,28.19,2022-02-23,09:45:00,2022-02-23,10:17:00
1657594,2/23/2022 10:00:00 AM,C,0.00,4375.00,4425.00,50.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,26,28.19,2022-02-23,10:00:00,,
1658258,2/23/2022 10:15:00 AM,C,0.00,4365.00,4415.00,50.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,28.19,2022-02-23,10:15:00,,
1658962,2/23/2022 10:30:00 AM,C,0.00,4350.00,4405.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,28.19,2022-02-23,10:30:00,,
1659678,2/23/2022 10:45:00 AM,C,0.00,4345.00,4390.00,45.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,28.19,2022-02-23,10:45:00,,
1660386,2/23/2022 11:00:00 AM,C,0.00,4345.00,4400.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,28.19,2022-02-23,11:00:00,,
1661122,2/23/2022 11:15:00 AM,C,0.00,4335.00,4390.00,55.00,2.25,P100,,,,1.5x,,True,Expiration,2.25,2.20,3.2,0.05,0,0,28.19,2022-02-23,11:15:00,,
1661838,2/23/2022 11:30:00 AM,C,0.00,4330.00,4385.00,55.00,2.40,P100,,,2/23/2022 12:24:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,28.19,2022-02-23,11:30:00,2022-02-23,12:24:00
1662726,2/23/2022 11:45:00 AM,P,0.00,4230.00,4175.00,55.00,2.35,P100,,,2/23/2022 2:29:00 PM,1.5x,5.87,False,Stop Loss,-3.52,-3.77,6.4,0.25,1.6,0,28.19,2022-02-23,11:45:00,2022-02-23,14:29:00
1663366,2/23/2022 12:00:00 PM,P,0.00,4245.00,4190.00,55.00,2.10,P100,,,2/23/2022 1:12:00 PM,1.5x,5.25,False,Stop Loss,-3.15,-3.40,6.4,0.25,1.6,0,28.19,2022-02-23,12:00:00,2022-02-23,13:12:00
1663942,2/23/2022 12:15:00 PM,P,0.00,4245.00,4190.00,55.00,2.25,P100,,,2/23/2022 1:13:00 PM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,28.19,2022-02-23,12:15:00,2022-02-23,13:13:00
1664490,2/23/2022 12:30:00 PM,P,0.00,4265.00,4220.00,45.00,2.50,P100,,,2/23/2022 12:58:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,28.19,2022-02-23,12:30:00,2022-02-23,12:58:00
1664846,2/23/2022 12:45:00 PM,C,0.00,4340.00,4385.00,45.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,28.19,2022-02-23,12:45:00,,
1665418,2/23/2022 1:00:00 PM,C,0.00,4330.00,4385.00,55.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,28.19,2022-02-23,13:00:00,,
1666018,2/23/2022 1:15:00 PM,C,0.00,4315.00,4370.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,28.19,2022-02-23,13:15:00,,
1666642,2/23/2022 1:30:00 PM,C,0.00,4310.00,4360.00,50.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,28.19,2022-02-23,13:30:00,,
1667278,2/23/2022 1:45:00 PM,C,0.00,4310.00,4355.00,45.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,28.19,2022-02-23,13:45:00,,
1667838,2/23/2022 2:00:00 PM,C,0.00,4310.00,4365.00,55.00,2.20,P100,,,,1.5x,,True,Expiration,2.20,2.15,3.2,0.05,0,0,28.19,2022-02-23,14:00:00,,
1668402,2/23/2022 2:15:00 PM,C,0.00,4305.00,4360.00,55.00,2.05,P100,,,,1.5x,,True,Expiration,2.05,2.00,3.2,0.05,0,0,28.19,2022-02-23,14:15:00,,
1668982,2/23/2022 2:30:00 PM,C,0.00,4290.00,4345.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,28.19,2022-02-23,14:30:00,,
1669534,2/23/2022 2:45:00 PM,C,0.00,4275.00,4330.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,28.19,2022-02-23,14:45:00,,
1670014,2/23/2022 3:00:00 PM,C,0.00,4275.00,4325.00,50.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,28.19,2022-02-23,15:00:00,,
1670474,2/23/2022 3:15:00 PM,C,0.00,4260.00,4315.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,28.19,2022-02-23,15:15:00,,
1670974,2/23/2022 3:30:00 PM,P,0.00,4225.00,4170.00,55.00,2.35,P100,,,2/23/2022 3:50:00 PM,1.5x,5.87,False,Stop Loss,-3.52,-3.77,6.4,0.25,1.6,0,28.19,2022-02-23,15:30:00,2022-02-23,15:50:00
1671182,2/23/2022 3:45:00 PM,C,0.00,4240.00,4285.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,28.19,2022-02-23,15:45:00,,
1671862,2/25/2022 9:33:00 AM,P,0.00,4205.00,4160.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,26,29.44,2022-02-25,09:33:00,,
1672734,2/25/2022 9:45:00 AM,P,0.00,4210.00,4155.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,09:45:00,,
1673242,2/25/2022 10:00:00 AM,C,0.00,4355.00,4405.00,50.00,2.20,P100,,,2/25/2022 10:23:00 AM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,26,29.44,2022-02-25,10:00:00,2022-02-25,10:23:00
1674274,2/25/2022 10:15:00 AM,P,0.00,4235.00,4190.00,45.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,29.44,2022-02-25,10:15:00,,
1675070,2/25/2022 10:30:00 AM,P,0.00,4250.00,4195.00,55.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,29.44,2022-02-25,10:30:00,,
1675854,2/25/2022 10:45:00 AM,P,0.00,4265.00,4210.00,55.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,29.44,2022-02-25,10:45:00,,
1676606,2/25/2022 11:00:00 AM,P,0.00,4280.00,4230.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,11:00:00,,
1677342,2/25/2022 11:15:00 AM,P,0.00,4300.00,4255.00,45.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,29.44,2022-02-25,11:15:00,,
1678126,2/25/2022 11:30:00 AM,P,0.00,4300.00,4245.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,11:30:00,,
1678890,2/25/2022 11:45:00 AM,P,0.00,4305.00,4260.00,45.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,29.44,2022-02-25,11:45:00,,
1679666,2/25/2022 12:00:00 PM,P,0.00,4325.00,4270.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,29.44,2022-02-25,12:00:00,,
1680378,2/25/2022 12:15:00 PM,P,0.00,4315.00,4265.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,12:15:00,,
1681106,2/25/2022 12:30:00 PM,P,0.00,4330.00,4275.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,12:30:00,,
1681794,2/25/2022 12:45:00 PM,P,0.00,4335.00,4280.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,29.44,2022-02-25,12:45:00,,
1682298,2/25/2022 1:00:00 PM,C,0.00,4400.00,4450.00,50.00,2.25,P100,,,2/25/2022 1:46:00 PM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,29.44,2022-02-25,13:00:00,2022-02-25,13:46:00
1682978,2/25/2022 1:15:00 PM,C,0.00,4395.00,4445.00,50.00,2.20,P100,,,2/25/2022 1:32:00 PM,1.5x,5.50,False,Stop Loss,-3.30,-3.55,6.4,0.25,1.6,0,29.44,2022-02-25,13:15:00,2022-02-25,13:32:00
1683810,2/25/2022 1:30:00 PM,P,0.00,4330.00,4285.00,45.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,29.44,2022-02-25,13:30:00,,
1684418,2/25/2022 1:45:00 PM,P,0.00,4340.00,4285.00,55.00,2.20,P100,,,,1.5x,,True,Expiration,2.20,2.15,3.2,0.05,0,0,29.44,2022-02-25,13:45:00,,
1684774,2/25/2022 2:00:00 PM,C,0.00,4405.00,4460.00,55.00,2.10,P100,,,,1.5x,,True,Expiration,2.10,2.05,3.2,0.05,0,0,29.44,2022-02-25,14:00:00,,
1685330,2/25/2022 2:15:00 PM,C,0.00,4400.00,4445.00,45.00,2.15,P100,,,,1.5x,,True,Expiration,2.15,2.10,3.2,0.05,0,0,29.44,2022-02-25,14:15:00,,
1686018,2/25/2022 2:30:00 PM,P,0.00,4345.00,4290.00,55.00,2.25,P100,,,2/25/2022 2:53:00 PM,1.5x,5.62,False,Stop Loss,-3.37,-3.62,6.4,0.25,1.6,0,29.44,2022-02-25,14:30:00,2022-02-25,14:53:00
1686326,2/25/2022 2:45:00 PM,C,0.00,4400.00,4445.00,45.00,1.80,P100,,,,1.5x,,True,Expiration,1.80,1.75,3.2,0.05,0,0,29.44,2022-02-25,14:45:00,,
1686806,2/25/2022 3:00:00 PM,C,0.00,4390.00,4445.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,29.44,2022-02-25,15:00:00,,
1687190,2/25/2022 3:15:00 PM,C,0.00,4390.00,4435.00,45.00,1.70,P100,,,,1.5x,,True,Expiration,1.70,1.65,3.2,0.05,0,0,29.44,2022-02-25,15:15:00,,
1687706,2/25/2022 3:30:00 PM,P,0.00,4355.00,4300.00,55.00,1.80,P100,,,,1.5x,,True,Expiration,1.80,1.75,3.2,0.05,0,0,29.44,2022-02-25,15:30:00,,
1687978,2/25/2022 3:45:00 PM,P,0.00,4365.00,4310.00,55.00,1.95,P100,,,,1.5x,,True,Expiration,1.95,1.90,3.2,0.05,0,0,29.44,2022-02-25,15:45:00,,
1689414,2/28/2022 9:45:00 AM,C,0.00,4425.00,4480.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,25,31.38,2022-02-28,09:45:00,,
1690466,2/28/2022 10:00:00 AM,C,0.00,4420.00,4465.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,31.38,2022-02-28,10:00:00,,
1691442,2/28/2022 10:15:00 AM,C,0.00,4405.00,4450.00,45.00,2.45,P100,,,2/28/2022 11:26:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,10:15:00,2022-02-28,11:26:00
1692462,2/28/2022 10:30:00 AM,C,0.00,4405.00,4460.00,55.00,2.45,P100,,,2/28/2022 11:26:00 AM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,10:30:00,2022-02-28,11:26:00
1693682,2/28/2022 10:45:00 AM,P,0.00,4295.00,4250.00,45.00,2.45,P100,,,2/28/2022 2:08:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,25,31.38,2022-02-28,10:45:00,2022-02-28,14:08:00
1694610,2/28/2022 11:00:00 AM,P,0.00,4300.00,4245.00,55.00,2.45,P100,,,2/28/2022 12:53:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,11:00:00,2022-02-28,12:53:00
1695506,2/28/2022 11:15:00 AM,P,0.00,4300.00,4250.00,50.00,2.45,P100,,,2/28/2022 2:05:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,11:15:00,2022-02-28,14:05:00
1696358,2/28/2022 11:30:00 AM,P,0.00,4330.00,4275.00,55.00,2.45,P100,,,2/28/2022 12:12:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,11:30:00,2022-02-28,12:12:00
1697174,2/28/2022 11:45:00 AM,P,0.00,4325.00,4280.00,45.00,2.45,P100,,,2/28/2022 12:23:00 PM,1.5x,6.12,False,Stop Loss,-3.67,-3.92,6.4,0.25,1.6,0,31.38,2022-02-28,11:45:00,2022-02-28,12:23:00
1698070,2/28/2022 12:00:00 PM,P,0.00,4325.00,4270.00,55.00,2.50,P100,,,2/28/2022 12:16:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,31.38,2022-02-28,12:00:00,2022-02-28,12:16:00
1698666,2/28/2022 12:15:00 PM,C,0.00,4405.00,4460.00,55.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,31.38,2022-02-28,12:15:00,,
1699534,2/28/2022 12:30:00 PM,C,0.00,4405.00,4460.00,55.00,2.20,P100,,,,1.5x,,True,Expiration,2.20,2.15,3.2,0.05,0,0,31.38,2022-02-28,12:30:00,,
1700422,2/28/2022 12:45:00 PM,C,0.00,4390.00,4435.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,31.38,2022-02-28,12:45:00,,
1701306,2/28/2022 1:00:00 PM,C,0.00,4395.00,4450.00,55.00,2.35,P100,,,,1.5x,,True,Expiration,2.35,2.30,3.2,0.05,0,0,31.38,2022-02-28,13:00:00,,
1702406,2/28/2022 1:15:00 PM,P,0.00,4300.00,4245.00,55.00,2.40,P100,,,2/28/2022 2:05:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,31.38,2022-02-28,13:15:00,2022-02-28,14:05:00
1702922,2/28/2022 1:30:00 PM,C,0.00,4390.00,4445.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,31.38,2022-02-28,13:30:00,,
1703974,2/28/2022 1:45:00 PM,P,0.00,4285.00,4230.00,55.00,2.40,P100,,,2/28/2022 2:10:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,31.38,2022-02-28,13:45:00,2022-02-28,14:10:00
1704678,2/28/2022 2:00:00 PM,P,0.00,4305.00,4255.00,50.00,2.50,P100,,,2/28/2022 2:04:00 PM,1.5x,6.25,False,Stop Loss,-3.75,-4.00,6.4,0.25,1.6,0,31.38,2022-02-28,14:00:00,2022-02-28,14:04:00
1705170,2/28/2022 2:15:00 PM,C,0.00,4370.00,4425.00,55.00,2.15,P100,,,2/28/2022 3:58:00 PM,1.5x,5.37,False,Stop Loss,-3.22,-3.47,6.4,0.25,1.6,0,31.38,2022-02-28,14:15:00,2022-02-28,15:58:00
1705910,2/28/2022 2:30:00 PM,C,0.00,4365.00,4420.00,55.00,2.40,P100,,,2/28/2022 3:50:00 PM,1.5x,6.00,False,Stop Loss,-3.60,-3.85,6.4,0.25,1.6,0,31.38,2022-02-28,14:30:00,2022-02-28,15:50:00
1706794,2/28/2022 2:45:00 PM,P,0.00,4290.00,4235.00,55.00,2.20,P100,,,,1.5x,,True,Expiration,2.20,2.15,3.2,0.05,0,0,31.38,2022-02-28,14:45:00,,
1707322,2/28/2022 3:00:00 PM,P,0.00,4295.00,4240.00,55.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,31.38,2022-02-28,15:00:00,,
1707630,2/28/2022 3:15:00 PM,C,0.00,4360.00,4405.00,45.00,1.70,P100,,,2/28/2022 3:21:00 PM,1.5x,4.25,False,Stop Loss,-2.55,-2.80,6.4,0.25,1.6,0,31.38,2022-02-28,15:15:00,2022-02-28,15:21:00
1708214,2/28/2022 3:30:00 PM,P,0.00,4315.00,4260.00,55.00,2.30,P100,,,2/28/2022 3:35:00 PM,1.5x,5.75,False,Stop Loss,-3.45,-3.70,6.4,0.25,1.6,0,31.38,2022-02-28,15:30:00,2022-02-28,15:35:00
1708554,2/28/2022 3:45:00 PM,P,0.00,4325.00,4275.00,50.00,2.30,P100,,,,1.5x,,True,Expiration,2.30,2.25,3.2,0.05,0,0,31.38,2022-02-28,15:45:00,,
1709278,3/2/2022 9:33:00 AM,P,0.00,4235.00,4180.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,26,33.47,2022-03-02,09:33:00,,
1710186,3/2/2022 9:45:00 AM,P,0.00,4260.00,4215.00,45.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,33.47,2022-03-02,09:45:00,,
1711034,3/2/2022 10:00:00 AM,P,0.00,4260.00,4210.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,10:00:00,,
1711590,3/2/2022 10:15:00 AM,C,0.00,4395.00,4450.00,55.00,2.15,P100,,,3/2/2022 10:29:00 AM,1.5x,5.37,False,Stop Loss,-3.22,-3.47,6.4,0.25,1.6,26,33.47,2022-03-02,10:15:00,2022-03-02,10:29:00
1712806,3/2/2022 10:30:00 AM,P,0.00,4270.00,4220.00,50.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,33.47,2022-03-02,10:30:00,,
1713646,3/2/2022 10:45:00 AM,P,0.00,4280.00,4225.00,55.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,33.47,2022-03-02,10:45:00,,
1714506,3/2/2022 11:00:00 AM,P,0.00,4280.00,4230.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,11:00:00,,
1715326,3/2/2022 11:15:00 AM,P,0.00,4315.00,4260.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,11:15:00,,
1716122,3/2/2022 11:30:00 AM,P,0.00,4315.00,4260.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,33.47,2022-03-02,11:30:00,,
1716906,3/2/2022 11:45:00 AM,P,0.00,4310.00,4255.00,55.00,2.45,P100,,,,1.5x,,True,Expiration,2.45,2.40,3.2,0.05,0,0,33.47,2022-03-02,11:45:00,,
1717642,3/2/2022 12:00:00 PM,P,0.00,4325.00,4280.00,45.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,12:00:00,,
1718366,3/2/2022 12:15:00 PM,P,0.00,4335.00,4280.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,12:15:00,,
1719058,3/2/2022 12:30:00 PM,P,0.00,4335.00,4285.00,50.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,12:30:00,,
1719742,3/2/2022 12:45:00 PM,P,0.00,4340.00,4285.00,55.00,2.50,P100,,,,1.5x,,True,Expiration,2.50,2.45,3.2,0.05,0,0,33.47,2022-03-02,12:45:00,,
1720422,3/2/2022 1:00:00 PM,P,0.00,4340.00,4285.00,55.00,2.40,P100,,,,1.5x,,True,Expiration,2.40,2.35,3.2,0.05,0,0,33.47,2022-03-02,13:00:00,,
